Index_x,CardNo,PeoNo,Date,Money,FundMoney,Surplus,CardCount,Type,Dept,year,month,weekday,day,hour,minute,Index_y,Sex,Major,AccessCardNo
117324283,180751,2018751,2019-04-20 10:22:00,6.0,0.0,180.1,790,消费,第二食堂,2019,4,6,20,10,22,751,男,18连锁经营,19848250
117332368,180751,2018751,2019-04-20 13:32:00,8.0,0.0,172.1,791,消费,第四食堂,2019,4,6,20,13,32,751,男,18连锁经营,19848250
117332669,180751,2018751,2019-04-22 12:21:00,7.0,0.0,125.1,800,消费,第四食堂,2019,4,1,22,12,21,751,男,18连锁经营,19848250
117333179,180751,2018751,2019-04-21 19:09:00,7.0,0.0,145.6,795,消费,第四食堂,2019,4,7,21,19,9,751,男,18连锁经营,19848250
117333180,180751,2018751,2019-04-21 19:09:00,8.0,0.0,137.6,796,消费,第四食堂,2019,4,7,21,19,9,751,男,18连锁经营,19848250
117335727,180751,2018751,2019-04-19 18:58:00,9.0,0.0,189.7,788,消费,第四食堂,2019,4,5,19,18,58,751,男,18连锁经营,19848250
117336003,180751,2018751,2019-04-21 11:43:00,11.0,0.0,154.1,793,消费,第三食堂,2019,4,7,21,11,43,751,男,18连锁经营,19848250
117342196,180751,2018751,2019-04-22 07:27:00,2.5,0.0,133.6,798,消费,第一食堂,2019,4,1,22,7,27,751,男,18连锁经营,19848250
117342796,180751,2018751,2019-04-20 22:14:00,7.0,0.0,165.1,792,消费,第一食堂,2019,4,6,20,22,14,751,男,18连锁经营,19848250
117343636,180751,2018751,2019-04-21 14:15:00,1.5,0.0,152.6,794,消费,第一食堂,2019,4,7,21,14,15,751,男,18连锁经营,19848250
117153720,180751,2018751,2019-04-11 11:53:00,1.0,0.0,2.8,752,消费,第四食堂,2019,4,4,11,11,53,751,男,18连锁经营,19848250
117165860,180751,2018751,2019-04-11 07:32:00,1.5,0.0,5.3,750,消费,第一食堂,2019,4,4,11,7,32,751,男,18连锁经营,19848250
117165862,180751,2018751,2019-04-11 07:33:00,1.5,0.0,3.8,751,消费,第一食堂,2019,4,4,11,7,33,751,男,18连锁经营,19848250
117167570,180751,2018751,2019-04-11 07:32:00,2.5,0.0,6.8,749,消费,第一食堂,2019,4,4,11,7,32,751,男,18连锁经营,19848250
117179956,180751,2018751,2019-04-14 09:48:00,0.6,0.0,120.9,764,消费,第二食堂,2019,4,7,14,9,48,751,男,18连锁经营,19848250
117187101,180751,2018751,2019-04-13 10:53:00,8.0,0.0,175.3,758,消费,第二食堂,2019,4,6,13,10,53,751,男,18连锁经营,19848250
117187102,180751,2018751,2019-04-13 10:53:00,8.0,0.0,167.3,759,消费,第二食堂,2019,4,6,13,10,53,751,男,18连锁经营,19848250
117192390,180751,2018751,2019-04-13 10:58:00,7.5,0.0,159.8,760,消费,第二食堂,2019,4,6,13,10,58,751,男,18连锁经营,19848250
117198862,180751,2018751,2019-04-15 12:07:00,7.0,0.0,73.4,772,消费,第四食堂,2019,4,1,15,12,7,751,男,18连锁经营,19848250
117198863,180751,2018751,2019-04-15 12:08:00,9.0,0.0,64.4,773,消费,第四食堂,2019,4,1,15,12,8,751,男,18连锁经营,19848250
117199199,180751,2018751,2019-04-14 19:11:00,8.0,0.0,90.0,769,消费,第四食堂,2019,4,7,14,19,11,751,男,18连锁经营,19848250
117199700,180751,2018751,2019-04-13 19:04:00,8.0,0.0,151.8,761,消费,第四食堂,2019,4,6,13,19,4,751,男,18连锁经营,19848250
117200572,180751,2018751,2019-04-12 18:19:00,6.0,0.0,196.8,754,消费,第四食堂,2019,4,5,12,18,19,751,男,18连锁经营,19848250
117200573,180751,2018751,2019-04-12 18:19:00,8.0,0.0,188.8,755,消费,第四食堂,2019,4,5,12,18,19,751,男,18连锁经营,19848250
117200695,180751,2018751,2019-04-14 12:37:00,6.0,0.0,114.9,765,消费,第四食堂,2019,4,7,14,12,37,751,男,18连锁经营,19848250
117200696,180751,2018751,2019-04-14 12:37:00,7.0,0.0,107.9,766,消费,第四食堂,2019,4,7,14,12,37,751,男,18连锁经营,19848250
117201470,180751,2018751,2019-04-14 19:10:00,6.0,0.0,98.0,768,消费,第四食堂,2019,4,7,14,19,10,751,男,18连锁经营,19848250
117206121,180751,2018751,2019-04-15 07:28:00,2.6,0.0,80.4,771,消费,第一食堂,2019,4,1,15,7,28,751,男,18连锁经营,19848250
117208214,180751,2018751,2019-04-14 09:47:00,3.0,0.0,121.5,763,消费,第一食堂,2019,4,7,14,9,47,751,男,18连锁经营,19848250
117209783,180751,2018751,2019-04-14 22:04:00,7.0,0.0,83.0,770,消费,第一食堂,2019,4,7,14,22,4,751,男,18连锁经营,19848250
117209995,180751,2018751,2019-04-13 07:57:00,2.5,0.0,186.3,756,消费,第一食堂,2019,4,6,13,7,57,751,男,18连锁经营,19848250
117264876,180751,2018751,2019-04-18 21:54:00,2.0,0.0,6.7,785,消费,红太阳超市,2019,4,4,18,21,54,751,男,18连锁经营,19848250
117270990,180751,2018751,2019-04-18 07:28:00,2.0,0.0,20.3,781,消费,第二食堂,2019,4,4,18,7,28,751,男,18连锁经营,19848250
117272682,180751,2018751,2019-04-18 07:28:00,0.6,0.0,19.7,782,消费,第二食堂,2019,4,4,18,7,28,751,男,18连锁经营,19848250
117283095,180751,2018751,2019-04-18 18:40:00,8.0,0.0,8.7,784,消费,第四食堂,2019,4,4,18,18,40,751,男,18连锁经营,19848250
117286299,180751,2018751,2019-04-17 19:01:00,9.0,0.0,22.3,780,消费,第四食堂,2019,4,3,17,19,1,751,男,18连锁经营,19848250
117286525,180751,2018751,2019-04-19 11:56:00,8.0,0.0,198.7,787,消费,第四食堂,2019,4,5,19,11,56,751,男,18连锁经营,19848250
117247335,180751,2018751,2019-04-17 12:32:00,5.0,0.0,31.3,779,消费,第四食堂,2019,4,3,17,12,32,751,男,18连锁经营,19848250
117248893,180751,2018751,2019-04-17 09:45:00,4.0,0.0,36.3,778,消费,第四食堂,2019,4,3,17,9,45,751,男,18连锁经营,19848250
117253150,180751,2018751,2019-04-15 19:10:00,15.0,0.0,49.4,774,消费,第四食堂,2019,4,1,15,19,10,751,男,18连锁经营,19848250
117256366,180751,2018751,2019-04-16 07:33:00,0.6,0.0,48.8,775,消费,第一食堂,2019,4,2,16,7,33,751,男,18连锁经营,19848250
117260312,180751,2018751,2019-04-17 09:37:00,1.5,0.0,40.3,777,消费,第一食堂,2019,4,3,17,9,37,751,男,18连锁经营,19848250
117349546,180751,2018751,2019-04-13 20:42:00,27.3,0.0,124.5,762,消费,医务室,2019,4,6,13,20,42,751,男,18连锁经营,19848250
117352859,180751,2018751,2019-04-09 18:10:00,3.8,0.0,10.8,747,消费,水电缴费处,2019,4,2,9,18,10,751,男,18连锁经营,19848250
117353334,180751,2018751,2019-04-14 17:33:00,3.9,0.0,104.0,767,消费,水电缴费处,2019,4,7,14,17,33,751,男,18连锁经营,19848250
117359303,180751,2018751,2019-04-24 09:43:00,1.2,0.0,78.8,808,消费,医务室,2019,4,3,24,9,43,751,男,18连锁经营,19848250
117381764,180751,2018751,2019-04-22 18:59:00,7.0,0.0,118.1,801,消费,第四食堂,2019,4,1,22,18,59,751,男,18连锁经营,19848250
117381765,180751,2018751,2019-04-22 18:59:00,7.0,0.0,111.1,802,消费,第四食堂,2019,4,1,22,18,59,751,男,18连锁经营,19848250
117381980,180751,2018751,2019-04-23 16:28:00,7.0,0.0,87.0,806,消费,第四食堂,2019,4,2,23,16,28,751,男,18连锁经营,19848250
117381981,180751,2018751,2019-04-23 16:28:00,7.0,0.0,80.0,807,消费,第四食堂,2019,4,2,23,16,28,751,男,18连锁经营,19848250
117382132,180751,2018751,2019-04-24 12:16:00,7.0,0.0,71.8,809,消费,第四食堂,2019,4,3,24,12,16,751,男,18连锁经营,19848250
117382133,180751,2018751,2019-04-24 12:16:00,8.0,0.0,63.8,810,消费,第四食堂,2019,4,3,24,12,16,751,男,18连锁经营,19848250
117383528,180751,2018751,2019-04-23 11:55:00,9.0,0.0,94.0,805,消费,第四食堂,2019,4,2,23,11,55,751,男,18连锁经营,19848250
117392329,180751,2018751,2019-04-22 21:30:00,6.0,0.0,105.1,803,消费,第一食堂,2019,4,1,22,21,30,751,男,18连锁经营,19848250
117392798,180751,2018751,2019-04-23 07:36:00,2.1,0.0,103.0,804,消费,第一食堂,2019,4,2,23,7,36,751,男,18连锁经营,19848250
116991428,180751,2018751,2019-04-04 07:18:00,2.7,0.0,27.3,725,消费,第二食堂,2019,4,4,4,7,18,751,男,18连锁经营,19848250
117020889,180751,2018751,2019-04-04 17:31:00,10.0,0.0,94.8,732,消费,第四食堂,2019,4,4,4,17,31,751,男,18连锁经营,19848250
117020943,180751,2018751,2019-04-02 11:56:00,9.0,0.0,81.3,735,消费,第四食堂,2019,4,2,2,11,56,751,男,18连锁经营,19848250
117021078,180751,2018751,2019-04-03 18:13:00,9.0,0.0,30.0,724,消费,第四食堂,2019,4,3,3,18,13,751,男,18连锁经营,19848250
117021133,180751,2018751,2019-04-04 12:00:00,9.0,0.0,11.8,729,消费,第四食堂,2019,4,4,4,12,0,751,男,18连锁经营,19848250
117021134,180751,2018751,2019-04-04 12:00:00,7.0,0.0,4.8,730,消费,第四食堂,2019,4,4,4,12,0,751,男,18连锁经营,19848250
117023587,180751,2018751,2019-04-02 07:23:00,1.5,0.0,90.3,734,消费,第一食堂,2019,4,2,2,7,23,751,男,18连锁经营,19848250
117025876,180751,2018751,2019-04-04 07:19:00,2.0,0.0,25.3,726,消费,第一食堂,2019,4,4,4,7,19,751,男,18连锁经营,19848250
117027052,180751,2018751,2019-04-04 07:20:00,3.0,0.0,22.3,727,消费,第一食堂,2019,4,4,4,7,20,751,男,18连锁经营,19848250
117027407,180751,2018751,2019-04-02 07:22:00,3.0,0.0,91.8,733,消费,第一食堂,2019,4,2,2,7,22,751,男,18连锁经营,19848250
116978751,180752,2018752,2019-04-01 07:48:00,2.5,0.0,0.63,554,消费,第一食堂,2019,4,1,1,7,48,752,男,18连锁经营,19664074
117408716,180752,2018752,2019-04-24 18:18:00,4.0,0.0,25.83,699,消费,第二食堂,2019,4,3,24,18,18,752,男,18连锁经营,19664074
117412104,180752,2018752,2019-04-26 09:54:00,1.5,0.0,0.23,707,消费,第二食堂,2019,4,5,26,9,54,752,男,18连锁经营,19664074
117414630,180752,2018752,2019-04-26 09:54:00,2.4,0.0,1.73,706,消费,第二食堂,2019,4,5,26,9,54,752,男,18连锁经营,19664074
117434398,180752,2018752,2019-04-25 09:47:00,2.0,0.0,20.83,701,消费,第一食堂,2019,4,4,25,9,47,752,男,18连锁经营,19664074
117436930,180752,2018752,2019-04-24 16:07:00,1.5,0.0,30.43,697,消费,第一食堂,2019,4,3,24,16,7,752,男,18连锁经营,19664074
117438129,180752,2018752,2019-04-25 09:48:00,1.2,0.0,19.63,702,消费,第二食堂,2019,4,4,25,9,48,752,男,18连锁经营,19664074
117438521,180752,2018752,2019-04-24 18:19:00,3.0,0.0,22.83,700,消费,第二食堂,2019,4,3,24,18,19,752,男,18连锁经营,19664074
117438908,180752,2018752,2019-04-25 13:30:00,10.0,0.0,9.63,703,消费,第二食堂,2019,4,4,25,13,30,752,男,18连锁经营,19664074
117438909,180752,2018752,2019-04-25 13:30:00,4.0,0.0,5.63,704,消费,第二食堂,2019,4,4,25,13,30,752,男,18连锁经营,19664074
117439161,180752,2018752,2019-04-24 18:17:00,0.6,0.0,29.83,698,消费,第二食堂,2019,4,3,24,18,17,752,男,18连锁经营,19664074
117041498,180752,2018752,2019-04-30 10:50:00,4.0,0.0,22.53,571,消费,第二食堂,2019,4,2,30,10,50,752,男,18连锁经营,19664074
117048234,180752,2018752,2019-04-30 10:50:00,2.5,0.0,20.03,572,消费,第二食堂,2019,4,2,30,10,50,752,男,18连锁经营,19664074
117050037,180752,2018752,2019-04-30 10:50:00,0.6,0.0,26.53,570,消费,第二食堂,2019,4,2,30,10,50,752,男,18连锁经营,19664074
117052056,180752,2018752,2019-04-08 12:46:00,0.7,0.0,5.33,578,消费,第二食堂,2019,4,1,8,12,46,752,男,18连锁经营,19664074
117056342,180752,2018752,2019-04-29 21:33:00,4.5,0.0,27.13,569,消费,第二食堂,2019,4,1,29,21,33,752,男,18连锁经营,19664074
117064207,180752,2018752,2019-04-30 10:52:00,3.0,0.0,17.03,573,消费,第二食堂,2019,4,2,30,10,52,752,男,18连锁经营,19664074
117070175,180752,2018752,2019-04-02 17:55:00,7.0,0.0,31.63,568,消费,第四食堂,2019,4,2,2,17,55,752,男,18连锁经营,19664074
117074301,180752,2018752,2019-04-08 12:47:00,4.5,0.0,0.83,579,消费,第一食堂,2019,4,1,8,12,47,752,男,18连锁经营,19664074
117074909,180752,2018752,2019-04-08 07:51:00,1.5,0.0,6.03,577,消费,第一食堂,2019,4,1,8,7,51,752,男,18连锁经营,19664074
117076277,180752,2018752,2019-04-08 07:50:00,1.5,0.0,7.53,576,消费,第一食堂,2019,4,1,8,7,50,752,男,18连锁经营,19664074
117077235,180752,2018752,2019-04-30 18:18:00,4.5,0.0,12.53,574,消费,第一食堂,2019,4,2,30,18,18,752,男,18连锁经营,19664074
117083303,180752,2018752,2019-04-08 20:13:00,7.0,0.0,86.83,583,消费,红太阳超市,2019,4,1,8,20,13,752,男,18连锁经营,19664074
117083803,180752,2018752,2019-04-08 18:13:00,5.0,0.0,95.83,581,消费,红太阳超市,2019,4,1,8,18,13,752,男,18连锁经营,19664074
117089960,180752,2018752,2019-04-09 07:49:00,1.2,0.0,82.93,586,消费,第二食堂,2019,4,2,9,7,49,752,男,18连锁经营,19664074
117093105,180752,2018752,2019-04-09 12:42:00,1.5,0.0,75.63,590,消费,第二食堂,2019,4,2,9,12,42,752,男,18连锁经营,19664074
117101564,180752,2018752,2019-04-09 12:42:00,0.6,0.0,81.13,588,消费,第二食堂,2019,4,2,9,12,42,752,男,18连锁经营,19664074
117104862,180752,2018752,2019-04-08 19:18:00,2.0,0.0,93.83,582,消费,第二食堂,2019,4,1,8,19,18,752,男,18连锁经营,19664074
117108853,180752,2018752,2019-04-09 07:48:00,1.2,0.0,84.13,585,消费,第二食堂,2019,4,2,9,7,48,752,男,18连锁经营,19664074
117112984,180752,2018752,2019-04-09 22:30:00,7.0,0.0,51.13,595,消费,第四食堂,2019,4,2,9,22,30,752,男,18连锁经营,19664074
117114655,180752,2018752,2019-04-09 22:43:00,5.0,0.0,46.13,596,消费,第四食堂,2019,4,2,9,22,43,752,男,18连锁经营,19664074
117115596,180752,2018752,2019-04-09 18:45:00,10.0,0.0,60.13,593,消费,第四食堂,2019,4,2,9,18,45,752,男,18连锁经营,19664074
117116295,180752,2018752,2019-04-10 12:07:00,8.0,0.0,35.63,598,消费,第四食堂,2019,4,3,10,12,7,752,男,18连锁经营,19664074
117120573,180752,2018752,2019-04-09 07:47:00,1.5,0.0,85.33,584,消费,第一食堂,2019,4,2,9,7,47,752,男,18连锁经营,19664074
117121327,180752,2018752,2019-04-09 21:17:00,2.0,0.0,58.13,594,消费,第一食堂,2019,4,2,9,21,17,752,男,18连锁经营,19664074
117121696,180752,2018752,2019-04-10 07:28:00,2.5,0.0,43.63,597,消费,第一食堂,2019,4,3,10,7,28,752,男,18连锁经营,19664074
117122047,180752,2018752,2019-04-09 16:24:00,2.5,0.0,70.13,592,消费,第一食堂,2019,4,2,9,16,24,752,男,18连锁经营,19664074
117124105,180752,2018752,2019-04-09 12:42:00,4.0,0.0,77.13,589,消费,第二食堂,2019,4,2,9,12,42,752,男,18连锁经营,19664074
117125748,180752,2018752,2019-04-09 12:44:00,3.0,0.0,72.63,591,消费,第二食堂,2019,4,2,9,12,44,752,男,18连锁经营,19664074
117126160,180752,2018752,2019-04-09 09:56:00,1.2,0.0,81.73,587,消费,第二食堂,2019,4,2,9,9,56,752,男,18连锁经营,19664074
117312635,180752,2018752,2019-04-19 18:29:00,4.0,0.0,7.83,665,消费,第二食堂,2019,4,5,19,18,29,752,男,18连锁经营,19664074
117313964,180752,2018752,2019-04-22 11:41:00,3.0,0.0,95.53,672,消费,第二食堂,2019,4,1,22,11,41,752,男,18连锁经营,19664074
117315102,180752,2018752,2019-04-19 18:27:00,0.6,0.0,14.33,663,消费,第二食堂,2019,4,5,19,18,27,752,男,18连锁经营,19664074
117317387,180752,2018752,2019-04-19 18:29:00,3.5,0.0,4.33,666,消费,第二食堂,2019,4,5,19,18,29,752,男,18连锁经营,19664074
117320361,180752,2018752,2019-04-22 09:54:00,2.2,0.0,99.13,670,消费,第二食堂,2019,4,1,22,9,54,752,男,18连锁经营,19664074
117323135,180752,2018752,2019-04-22 11:42:00,2.5,0.0,93.03,673,消费,第二食堂,2019,4,1,22,11,42,752,男,18连锁经营,19664074
117341111,180752,2018752,2019-04-22 07:47:00,1.5,0.0,1.33,668,消费,第一食堂,2019,4,1,22,7,47,752,男,18连锁经营,19664074
117342957,180752,2018752,2019-04-22 07:46:00,1.5,0.0,2.83,667,消费,第一食堂,2019,4,1,22,7,46,752,男,18连锁经营,19664074
117343234,180752,2018752,2019-04-19 18:28:00,2.5,0.0,11.83,664,消费,第一食堂,2019,4,5,19,18,28,752,男,18连锁经营,19664074
117346530,180752,2018752,2019-04-22 11:41:00,0.6,0.0,98.53,671,消费,第二食堂,2019,4,1,22,11,41,752,男,18连锁经营,19664074
117134923,180752,2018752,2019-04-10 18:05:00,4.0,0.0,31.03,600,消费,第二食堂,2019,4,3,10,18,5,752,男,18连锁经营,19664074
117135574,180752,2018752,2019-04-10 22:30:00,1.0,0.0,12.53,603,消费,第二食堂,2019,4,3,10,22,30,752,男,18连锁经营,19664074
117136543,180752,2018752,2019-04-10 18:04:00,0.6,0.0,35.03,599,消费,第二食堂,2019,4,3,10,18,4,752,男,18连锁经营,19664074
117142219,180752,2018752,2019-04-11 11:58:00,2.0,0.0,5.93,606,消费,第二食堂,2019,4,4,11,11,58,752,男,18连锁经营,19664074
